Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Order_Date,Shipment_Date
First Class,Home Office,United States,New York City,New York,10035.0,East,Furniture,Bookcases,899.1360000000001,4.0,0.2,112.39200000000001,25/12/2019,29/12/2019
First Class,Home Office,United States,New York City,New York,10035.0,East,Technology,Phones,71.76,6.0,0.0,20.0928,05/01/2016,09/01/2016
First Class,Home Office,United States,New York City,New York,10035.0,East,Office Supplies,Paper,51.84,8.0,0.0,24.8832,05/01/2016,09/01/2016
First Class,Home Office,United States,New York City,New York,10035.0,East,Furniture,Bookcases,626.352,3.0,0.2,46.9764,08/01/2016,12/01/2016
First Class,Home Office,United States,New York City,New York,10035.0,East,Office Supplies,Art,19.9,5.0,0.0,6.567,08/01/2016,12/01/2016
Standard Class,Corporate,United States,Redlands,California,92374.0,West,Office Supplies,Envelopes,14.28,7.0,0.0,6.7116,08/01/2016,12/01/2016
Standard Class,Consumer,United States,Hamilton,Ohio,45011.0,East,Office Supplies,Art,7.4079999999999995,2.0,0.2,1.2038,08/01/2016,12/01/2016
Standard Class,Consumer,United States,Hamilton,Ohio,45011.0,East,Office Supplies,Art,6.047999999999999,3.0,0.2,1.5876,08/01/2016,12/01/2016
Standard Class,Home Office,United States,Westfield,New Jersey,7090.0,East,Office Supplies,Storage,46.26,3.0,0.0,12.0276,10/01/2016,12/01/2016
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120.0,East,Office Supplies,Binders,2.946,2.0,0.7,-2.2586,10/01/2016,12/01/2016
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120.0,East,Office Supplies,Paper,16.055999999999997,3.0,0.2,5.8203,10/01/2016,13/01/2016
Standard Class,Consumer,United States,Akron,Ohio,44312.0,East,Office Supplies,Paper,21.744,3.0,0.2,6.795,17/01/2016,18/01/2016
First Class,Consumer,United States,Denver,Colorado,80219.0,West,Furniture,Tables,218.75,2.0,0.5,-161.875,17/01/2016,18/01/2016
First Class,Consumer,United States,Denver,Colorado,80219.0,West,Office Supplies,Appliances,2.6,1.0,0.2,0.2925,17/01/2016,18/01/2016
Second Class,Consumer,United States,Dallas,Texas,75220.0,Central,Office Supplies,Appliances,66.28399999999999,2.0,0.8,-178.9668,17/01/2016,18/01/2016
Standard Class,Corporate,United States,Franklin,Tennessee,37064.0,South,Furniture,Furnishings,35.168,7.0,0.2,9.6712,29/01/2016,31/01/2016
Standard Class,Consumer,United States,Whittier,California,90604.0,West,Technology,Phones,444.76800000000003,4.0,0.2,44.4768,06/02/2016,10/02/2016
Standard Class,Consumer,United States,Saginaw,Michigan,48601.0,Central,Office Supplies,Storage,83.92,4.0,0.0,5.8744,06/02/2016,10/02/2016
Standard Class,Consumer,United States,Saginaw,Michigan,48601.0,Central,Technology,Phones,131.98,2.0,0.0,35.6346,12/02/2016,14/02/2016
Standard Class,Consumer,United States,Saginaw,Michigan,48601.0,Central,Office Supplies,Binders,15.92,4.0,0.0,7.4824,14/02/2016,18/02/2016
Standard Class,Consumer,United States,Saginaw,Michigan,48601.0,Central,Office Supplies,Fasteners,52.29,9.0,0.0,16.2099,14/02/2016,18/02/2016
Standard Class,Consumer,United States,Saginaw,Michigan,48601.0,Central,Office Supplies,Storage,91.99,1.0,0.0,3.6796,14/02/2016,18/02/2016
Second Class,Corporate,United States,Dallas,Texas,75220.0,Central,Technology,Accessories,20.8,2.0,0.2,6.5,14/02/2016,18/02/2016
Standard Class,Corporate,United States,Medina,Ohio,44256.0,East,Office Supplies,Labels,23.68,2.0,0.2,8.88,14/02/2016,18/02/2016
Standard Class,Corporate,United States,Medina,Ohio,44256.0,East,Furniture,Bookcases,452.45,5.0,0.5,-244.32299999999998,19/02/2016,23/02/2016
Standard Class,Corporate,United States,Medina,Ohio,44256.0,East,Technology,Phones,62.982,3.0,0.4,-14.6958,19/02/2016,23/02/2016
Standard Class,Corporate,United States,Medina,Ohio,44256.0,East,Technology,Machines,1188.0,9.0,0.7,-950.4,21/02/2016,27/02/2016
Standard Class,Corporate,United States,Medina,Ohio,44256.0,East,Technology,Accessories,89.584,2.0,0.2,4.4792,23/02/2016,27/02/2016
Standard Class,Consumer,United States,Los Angeles,California,90032.0,West,Office Supplies,Storage,93.06,6.0,0.0,26.0568,27/02/2016,05/03/2016
Standard Class,Consumer,United States,Los Angeles,California,90032.0,West,Technology,Phones,302.376,3.0,0.2,22.6782,27/02/2016,05/03/2016
First Class,Consumer,United States,Dublin,Ohio,43017.0,East,Office Supplies,Fasteners,5.584,2.0,0.2,1.8148,27/02/2016,05/03/2016
First Class,Consumer,United States,Dublin,Ohio,43017.0,East,Office Supplies,Paper,22.704,6.0,0.2,8.2302,01/03/2016,07/03/2016
First Class,Consumer,United States,Dublin,Ohio,43017.0,East,Office Supplies,Binders,19.776,4.0,0.7,-13.8432,01/03/2016,08/03/2016
First Class,Consumer,United States,Dublin,Ohio,43017.0,East,Furniture,Furnishings,72.704,4.0,0.2,19.0848,01/03/2016,07/03/2016
First Class,Consumer,United States,Dublin,Ohio,43017.0,East,Technology,Machines,479.98800000000006,4.0,0.7,-383.9904,01/03/2016,08/03/2016
First Class,Consumer,United States,Dublin,Ohio,43017.0,East,Office Supplies,Art,27.168000000000003,2.0,0.2,2.7168,05/03/2016,05/03/2016
Standard Class,Corporate,United States,Detroit,Michigan,48227.0,Central,Office Supplies,Art,2.2,1.0,0.0,0.968,05/03/2016,08/03/2016
Standard Class,Corporate,United States,Detroit,Michigan,48227.0,Central,Furniture,Tables,622.45,5.0,0.0,136.939,08/03/2016,09/03/2016
Standard Class,Corporate,United States,Detroit,Michigan,48227.0,Central,Office Supplies,Storage,21.98,1.0,0.0,0.2198,22/03/2016,25/03/2016
Standard Class,Consumer,United States,Columbia,Tennessee,38401.0,South,Furniture,Chairs,161.56799999999998,2.0,0.2,-28.2744,23/03/2016,30/03/2016
Standard Class,Consumer,United States,Columbia,Tennessee,38401.0,South,Furniture,Chairs,389.69599999999997,8.0,0.2,43.8408,23/03/2016,30/03/2016
Standard Class,Corporate,United States,Charlotte,North Carolina,28205.0,South,Office Supplies,Binders,18.648,7.0,0.7,-12.432,27/03/2016,01/04/2016
Standard Class,Home Office,United States,Tampa,Florida,33614.0,South,Furniture,Tables,233.86,2.0,0.45,-102.04799999999999,29/03/2016,05/04/2016
Standard Class,Home Office,United States,Tampa,Florida,33614.0,South,Furniture,Tables,620.6145,3.0,0.45,-248.2458,29/03/2016,05/04/2016
Standard Class,Home Office,United States,Tampa,Florida,33614.0,South,Office Supplies,Binders,5.327999999999999,2.0,0.7,-3.552,29/03/2016,01/04/2016
Standard Class,Home Office,United States,Tampa,Florida,33614.0,South,Furniture,Furnishings,258.072,3.0,0.2,0.0,30/03/2016,03/04/2016
Standard Class,Home Office,United States,Tampa,Florida,33614.0,South,Technology,Accessories,617.976,3.0,0.2,-7.7247,30/03/2016,03/04/2016
Standard Class,Corporate,United States,Santa Clara,California,95051.0,West,Office Supplies,Paper,10.56,2.0,0.0,4.752,31/03/2016,04/04/2016
Second Class,Consumer,United States,Chicago,Illinois,60610.0,Central,Office Supplies,Paper,25.92,5.0,0.2,9.396,31/03/2016,04/04/2016
Second Class,Consumer,United States,Chicago,Illinois,60610.0,Central,Furniture,Furnishings,419.68,5.0,0.6,-356.728,03/04/2016,08/04/2016
Second Class,Consumer,United States,Chicago,Illinois,60610.0,Central,Furniture,Furnishings,11.687999999999999,3.0,0.6,-4.6752,03/04/2016,08/04/2016
Second Class,Consumer,United States,Chicago,Illinois,60610.0,Central,Technology,Phones,31.984,2.0,0.2,11.1944,03/04/2016,08/04/2016
Second Class,Consumer,United States,Chicago,Illinois,60610.0,Central,Furniture,Tables,177.225,5.0,0.5,-120.51299999999999,03/04/2016,08/04/2016
Second Class,Consumer,United States,Chicago,Illinois,60610.0,Central,Furniture,Furnishings,4.044,3.0,0.6,-2.8308,09/04/2016,09/04/2016
Second Class,Consumer,United States,Chicago,Illinois,60610.0,Central,Office Supplies,Art,7.4079999999999995,2.0,0.2,1.2038,09/04/2016,15/04/2016
Second Class,Home Office,United States,Lakeville,Minnesota,55044.0,Central,Furniture,Chairs,2001.86,7.0,0.0,580.5394,09/04/2016,13/04/2016
Second Class,Home Office,United States,Lakeville,Minnesota,55044.0,Central,Office Supplies,Storage,166.72,2.0,0.0,41.68,10/04/2016,13/04/2016
Second Class,Home Office,United States,Lakeville,Minnesota,55044.0,Central,Office Supplies,Paper,47.88,6.0,0.0,23.94,10/04/2016,13/04/2016
Second Class,Home Office,United States,Lakeville,Minnesota,55044.0,Central,Office Supplies,Appliances,1503.25,5.0,0.0,496.0725,10/04/2016,13/04/2016
Second Class,Home Office,United States,Lakeville,Minnesota,55044.0,Central,Office Supplies,Paper,25.92,4.0,0.0,12.4416,19/04/2016,24/04/2016
Second Class,Consumer,United States,San Francisco,California,94109.0,West,Furniture,Chairs,321.568,2.0,0.2,28.1372,19/04/2016,24/04/2016
Standard Class,Consumer,United States,San Diego,California,92037.0,West,Office Supplies,Paper,7.61,1.0,0.0,3.5767,04/05/2016,09/05/2016
Standard Class,Consumer,United States,San Diego,California,92037.0,West,Technology,Accessories,3347.37,13.0,0.0,636.0003,07/05/2016,14/05/2016
First Class,Consumer,United States,New York City,New York,10024.0,East,Office Supplies,Storage,80.58,6.0,0.0,22.5624,07/05/2016,14/05/2016
First Class,Consumer,United States,New York City,New York,10024.0,East,Office Supplies,Envelopes,361.92,4.0,0.0,162.864,09/05/2016,12/05/2016
Standard Class,Corporate,United States,Chicago,Illinois,60623.0,Central,Furniture,Furnishings,12.132,9.0,0.6,-8.4924,15/05/2016,21/05/2016
Standard Class,Corporate,United States,Chicago,Illinois,60623.0,Central,Office Supplies,Storage,82.368,2.0,0.2,-19.5624,15/05/2016,21/05/2016
Standard Class,Corporate,United States,Chicago,Illinois,60623.0,Central,Office Supplies,Storage,53.92,5.0,0.2,4.044,15/05/2016,21/05/2016
Standard Class,Corporate,United States,Chicago,Illinois,60623.0,Central,Technology,Phones,647.904,6.0,0.2,56.6916,23/05/2016,26/05/2016
Second Class,Consumer,United States,New York City,New York,10009.0,East,Technology,Accessories,20.37,3.0,0.0,6.9258,23/05/2016,26/05/2016
Second Class,Consumer,United States,New York City,New York,10009.0,East,Office Supplies,Storage,221.55,3.0,0.0,6.6465,23/05/2016,26/05/2016
Second Class,Consumer,United States,New York City,New York,10009.0,East,Office Supplies,Binders,17.52,5.0,0.2,6.132000000000001,24/05/2016,29/05/2016
Standard Class,Corporate,United States,Pasadena,Texas,77506.0,Central,Office Supplies,Appliances,1.624,2.0,0.8,-4.466,26/05/2016,28/05/2016
Second Class,Corporate,United States,Houston,Texas,77036.0,Central,Technology,Machines,3059.982,3.0,0.4,-509.99699999999996,01/06/2016,05/06/2016
Second Class,Corporate,United States,Houston,Texas,77036.0,Central,Technology,Machines,2519.958,7.0,0.4,-251.9958,01/06/2016,05/06/2016
Standard Class,Consumer,United States,Chicago,Illinois,60610.0,Central,Technology,Phones,328.224,4.0,0.2,28.7196,01/06/2016,05/06/2016
Standard Class,Consumer,United States,Brentwood,California,94513.0,West,Technology,Accessories,79.9,2.0,0.0,35.156,01/06/2016,05/06/2016
Standard Class,Corporate,United States,Chapel Hill,North Carolina,27514.0,South,Office Supplies,Art,14.015999999999998,3.0,0.2,4.7304,01/06/2016,05/06/2016
Standard Class,Consumer,United States,Morristown,New Jersey,7960.0,East,Office Supplies,Fasteners,7.56,6.0,0.0,0.3024,01/06/2016,07/06/2016
Standard Class,Corporate,United States,Cincinnati,Ohio,45231.0,East,Office Supplies,Storage,37.208,1.0,0.2,-7.4416,04/06/2016,10/06/2016
Standard Class,Corporate,United States,Cincinnati,Ohio,45231.0,East,Office Supplies,Envelopes,57.576,3.0,0.2,21.590999999999998,04/06/2016,10/06/2016
Second Class,Corporate,United States,San Francisco,California,94110.0,West,Office Supplies,Storage,725.84,4.0,0.0,210.4936,06/06/2016,11/06/2016
First Class,Consumer,United States,San Francisco,California,94109.0,West,Technology,Accessories,209.93,7.0,0.0,92.3692,06/06/2016,07/06/2016
First Class,Consumer,United States,San Francisco,California,94109.0,West,Furniture,Furnishings,5.28,3.0,0.0,2.3232,09/06/2016,13/06/2016
First Class,Consumer,United States,San Francisco,California,94109.0,West,Office Supplies,Binders,10.92,3.0,0.2,4.095,09/06/2016,13/06/2016
First Class,Corporate,United States,Inglewood,California,90301.0,West,Office Supplies,Paper,8.82,2.0,0.0,4.0572,12/06/2016,15/06/2016
First Class,Corporate,United States,Inglewood,California,90301.0,West,Office Supplies,Art,5.98,1.0,0.0,1.5548,12/06/2016,17/06/2016
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,Office Supplies,Paper,11.648,2.0,0.2,4.0768,15/06/2016,18/06/2016
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,Office Supplies,Paper,18.176,4.0,0.2,5.9072,15/06/2016,18/06/2016
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,Office Supplies,Storage,59.711999999999996,6.0,0.2,5.9712,15/06/2016,18/06/2016
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,Office Supplies,Labels,24.84,3.0,0.2,8.693999999999999,15/06/2016,19/06/2016
Second Class,Consumer,United States,Houston,Texas,77070.0,Central,Office Supplies,Binders,2.08,5.0,0.8,-3.432,19/06/2016,24/06/2016
Second Class,Consumer,United States,Houston,Texas,77070.0,Central,Technology,Phones,1114.4,7.0,0.2,376.11,19/06/2016,24/06/2016
Standard Class,Consumer,United States,Los Angeles,California,90004.0,West,Furniture,Tables,1038.84,5.0,0.2,51.942,19/06/2016,24/06/2016
Standard Class,Consumer,United States,Portland,Oregon,97206.0,West,Office Supplies,Paper,141.76,5.0,0.2,47.843999999999994,21/06/2016,25/06/2016
Standard Class,Consumer,United States,Portland,Oregon,97206.0,West,Technology,Accessories,239.8,5.0,0.2,47.96,23/06/2016,25/06/2016
Standard Class,Consumer,United States,Portland,Oregon,97206.0,West,Office Supplies,Paper,31.104,6.0,0.2,10.8864,23/06/2016,29/06/2016
Second Class,Corporate,United States,Tamarac,Florida,33319.0,South,Office Supplies,Binders,254.058,7.0,0.7,-169.372,23/06/2016,29/06/2016
Second Class,Corporate,United States,Tamarac,Florida,33319.0,South,Office Supplies,Appliances,194.528,2.0,0.2,24.316,23/06/2016,29/06/2016
Second Class,Corporate,United States,Tamarac,Florida,33319.0,South,Office Supplies,Supplies,961.48,5.0,0.2,-204.3145,23/06/2016,28/06/2016
Second Class,Home Office,United States,Columbus,Ohio,43229.0,East,Office Supplies,Fasteners,19.096,7.0,0.2,6.6836,25/06/2016,30/06/2016
Second Class,Home Office,United States,Columbus,Ohio,43229.0,East,Office Supplies,Labels,18.496,8.0,0.2,6.2424,25/06/2016,30/06/2016
Second Class,Home Office,United States,Columbus,Ohio,43229.0,East,Technology,Accessories,255.984,2.0,0.2,54.3966,25/06/2016,30/06/2016
Second Class,Home Office,United States,Columbus,Ohio,43229.0,East,Furniture,Bookcases,86.97,3.0,0.5,-48.7032,25/06/2016,30/06/2016
First Class,Corporate,United States,Colorado Springs,Colorado,80906.0,West,Furniture,Furnishings,300.416,8.0,0.2,78.8592,26/06/2016,28/06/2016
First Class,Corporate,United States,Colorado Springs,Colorado,80906.0,West,Furniture,Chairs,230.352,3.0,0.2,20.1558,27/06/2016,29/06/2016
First Class,Corporate,United States,Colorado Springs,Colorado,80906.0,West,Furniture,Furnishings,218.352,3.0,0.2,-24.5646,27/06/2016,29/06/2016
First Class,Corporate,United States,Colorado Springs,Colorado,80906.0,West,Office Supplies,Binders,78.6,5.0,0.7,-62.88,28/06/2016,04/07/2016
First Class,Corporate,United States,Colorado Springs,Colorado,80906.0,West,Office Supplies,Fasteners,27.552,3.0,0.2,9.2988,29/06/2016,04/07/2016
Standard Class,Corporate,United States,Belleville,New Jersey,7109.0,East,Office Supplies,Paper,32.4,5.0,0.0,15.552,29/06/2016,03/07/2016
Standard Class,Corporate,United States,Belleville,New Jersey,7109.0,East,Office Supplies,Storage,1082.48,8.0,0.0,10.8248,02/07/2016,07/07/2016
Standard Class,Corporate,United States,Belleville,New Jersey,7109.0,East,Office Supplies,Paper,56.91,3.0,0.0,27.3168,03/07/2016,08/07/2016
Standard Class,Corporate,United States,Belleville,New Jersey,7109.0,East,Furniture,Furnishings,77.6,4.0,0.0,38.024,03/07/2016,08/07/2016
Standard Class,Corporate,United States,Belleville,New Jersey,7109.0,East,Office Supplies,Binders,14.28,1.0,0.0,6.5688,05/07/2016,05/07/2016
Standard Class,Consumer,United States,Chicago,Illinois,60623.0,Central,Furniture,Tables,219.075,3.0,0.5,-131.445,05/07/2016,05/07/2016
Second Class,Corporate,United States,New York City,New York,10024.0,East,Furniture,Furnishings,26.8,2.0,0.0,12.864,05/07/2016,05/07/2016
Standard Class,Corporate,United States,Taylor,Michigan,48180.0,Central,Office Supplies,Art,9.84,3.0,0.0,2.8536,11/07/2016,14/07/2016
Standard Class,Home Office,United States,Lakewood,New Jersey,8701.0,East,Office Supplies,Binders,45.48,3.0,0.0,20.9208,11/07/2016,14/07/2016
Standard Class,Home Office,United States,Lakewood,New Jersey,8701.0,East,Office Supplies,Art,289.2,6.0,0.0,83.868,14/07/2016,16/07/2016
First Class,Consumer,United States,Arlington,Virginia,22204.0,South,Office Supplies,Art,4.89,1.0,0.0,2.0049,14/07/2016,16/07/2016
Second Class,Corporate,United States,Arvada,Colorado,80004.0,West,Furniture,Furnishings,15.136,4.0,0.2,3.5948,16/07/2016,21/07/2016
Second Class,Corporate,United States,Arvada,Colorado,80004.0,West,Furniture,Chairs,466.76800000000003,2.0,0.2,52.5114,16/07/2016,21/07/2016
Second Class,Corporate,United States,Arvada,Colorado,80004.0,West,Furniture,Furnishings,15.232000000000001,1.0,0.2,1.7136,16/07/2016,21/07/2016
Second Class,Corporate,United States,Arvada,Colorado,80004.0,West,Office Supplies,Labels,6.263999999999999,3.0,0.2,2.0358,17/07/2016,23/07/2016
Standard Class,Corporate,United States,Hackensack,New Jersey,7601.0,East,Furniture,Furnishings,87.54,3.0,0.0,37.6422,17/07/2016,23/07/2016
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710.0,South,Technology,Phones,178.38400000000001,2.0,0.2,22.298000000000002,27/07/2016,31/07/2016
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710.0,South,Office Supplies,Paper,15.552,3.0,0.2,5.4432,28/07/2016,28/07/2016
First Class,Corporate,United States,Philadelphia,Pennsylvania,19143.0,East,Office Supplies,Art,99.13600000000001,4.0,0.2,8.6744,28/07/2016,28/07/2016
Standard Class,Home Office,United States,New York City,New York,10024.0,East,Furniture,Chairs,135.882,1.0,0.1,24.1568,30/07/2016,02/08/2016
Standard Class,Home Office,United States,New York City,New York,10024.0,East,Technology,Machines,3991.98,2.0,0.0,1995.99,07/08/2016,12/08/2016
Standard Class,Home Office,United States,New York City,New York,10024.0,East,Technology,Phones,275.94,6.0,0.0,80.0226,10/08/2016,17/08/2016
Standard Class,Home Office,United States,New York City,New York,10024.0,East,Technology,Accessories,360.0,4.0,0.0,129.6,22/08/2016,28/08/2016
Standard Class,Home Office,United States,New York City,New York,10024.0,East,Office Supplies,Storage,43.57,1.0,0.0,13.071,07/08/2016,12/08/2016
